Id,SalePrice
1461,120941.79
1462,155024.5
1463,181391.1
1464,174136.05
1465,175554.05
1466,163851.55
1467,159550.62
1468,167343.88
1469,179200.91
1470,119211.33
1471,180852.0
1472,124147.58
1473,132474.18
1474,151714.0
1475,118908.32
1476,220566.13
1477,214793.09
1478,202123.3
1479,209203.13
1480,203950.4
1481,224358.52
1482,188433.16
1483,184178.17
1484,158067.47
1485,183453.68
1486,174160.5
1487,233672.11
1488,188550.02
1489,183746.31
1490,195142.86
1491,191123.0
1492,123122.75
1493,161804.28
1494,226123.26
1495,209279.24
1496,185805.98
1497,181336.67
1498,164517.98
1499,163206.1
1500,167946.59
1501,178808.49
1502,148092.6666666667
1503,199142.79
1504,180020.1
1505,193038.99
1506,152796.2
1507,201741.51
1508,177292.44
1509,156423.05
1510,158849.0
1511,159939.5
1512,165867.34
1513,147437.05
1514,142813.5
1515,166422.7
1516,146923.34
1517,145428.59
1518,145585.5
1519,191295.0
1520,141517.0
1521,147449.5
1522,151043.84
1523,136236.25
1524,134887.28
1525,127644.0
1526,134442.5
1527,123555.6
1528,129990.06
1529,147979.0
1530,156195.84
1531,129689.18
1532,97720.8
1533,143825.34
1534,125967.39
1535,156076.54
1536,130128.15
1537,112073.0
1538,134607.14
1539,177682.79
1540,133189.0
1541,146498.57
1542,136731.79
1543,157045.83
1544,99797.0
1545,125826.72
1546,133107.6
1547,138369.68
1548,130066.7
1549,128694.1
1550,141208.38
1551,127005.69
1552,150118.05
1553,152539.74
1554,125390.11
1555,142510.5
1556,123924.5
1557,132024.54
1558,109949.3
1559,138159.5
1560,127865.0
1561,147095.78
1562,118450.83
1563,119401.0
1564,151272.6
1565,158912.0
1566,166683.34
1567,112721.5
1568,191100.35
1569,148067.0
1570,140645.25
1571,137593.0
1572,140678.55
1573,206605.0
1574,152611.0
1575,187940.7
1576,204030.71
1577,184004.97
1578,140127.05
1579,141335.0
1580,170881.05
1581,139954.22
1582,119810.0
1583,200654.57
1584,196777.5
1585,130183.80952380951
1586,110840.5
1587,131726.75
1588,145302.48
1589,140898.93
1590,137269.5
1591,113083.5
1592,125970.85
1593,112172.33
1594,186516.44
1595,138308.89
1596,166685.9
1597,177404.4
1598,190570.5
1599,148018.0
1600,161349.4
1601,100635.33
1602,133984.94
1603,114075.26
1604,175230.39
1605,197008.64
1606,159574.5
1607,192874.47
1608,191564.81
1609,184590.11
1610,173862.64
1611,156301.09
1612,188570.92
1613,179997.25
1614,120454.41
1615,122870.59
1616,122737.59
1617,133100.39
1618,116559.81
1619,121805.5
1620,172473.59
1621,174659.0
1622,144706.14
1623,178196.5
1624,197295.72
1625,118472.5
1626,154434.05
1627,170513.05
1628,218092.28
1629,156465.28
1630,192288.6
1631,181174.34
1632,175670.65
1633,175968.48
1634,170396.99
1635,171498.15
1636,165048.94
1637,171557.05
1638,197258.96
1639,158001.1
1640,216676.34
1641,158454.1
1642,185913.0
1643,181574.6
1644,184734.75
1645,157661.74
1646,151199.0
1647,156152.0
1648,148266.0
1649,138694.0
1650,120033.0
1651,115633.33
1652,126294.58
1653,126879.88
1654,148940.21
1655,138907.5
1656,148146.0
1657,147890.21
1658,149781.0
1659,119306.48
1660,151366.0
1661,217057.1
1662,235313.98
1663,209385.49
1664,216938.39
1665,211351.09
1666,206826.19
1667,226301.92
1668,204987.28
1669,205861.0
1670,217824.25
1671,197166.61
1672,213372.91
1673,228787.51
1674,191066.27
1675,185266.15
1676,181596.21
1677,193784.31
1678,207462.7
1679,216773.68
1680,197359.22
1681,197684.59
1682,209288.68
1683,183091.24
1684,179966.58
1685,175439.05142857143
1686,168259.82
1687,181473.8
1688,174486.35
1689,176075.35
1690,176237.14
1691,174235.41
1692,212340.26
1693,180699.27
1694,160974.71
1695,170303.89
1696,225047.82
1697,171187.36
1698,233321.7
1699,202306.99
1700,196574.0
1701,219384.22
1702,206717.18
1703,196624.49
1704,198030.12
1705,193637.58
1706,211358.69
1707,194115.78
1708,195541.06
1709,207128.98
1710,195171.54
1711,197640.08
1712,189199.75
1713,204637.5
1714,181234.0
1715,179051.49
1716,182909.56
1717,157412.0
1718,142706.22
1719,184577.74
1720,196143.29
1721,157484.5
1722,129065.09
1723,156868.0
1724,194232.83
1725,209303.0
1726,174618.0
1727,177368.5
1728,179803.0
1729,171629.82
1730,164777.58
1731,129004.75
1732,117253.16
1733,119435.83
1734,132909.0
1735,124369.0
1736,116592.0
1737,214205.03
1738,185940.86
1739,212002.9
1740,194188.17
1741,179262.54
1742,175386.08
1743,183253.91
1744,183180.1
1745,182153.0
1746,179382.59
1747,203552.09
1748,203372.28
1749,159341.0
1750,146382.09
1751,206547.97
1752,119774.83
1753,154517.34
1754,167970.64
1755,159276.0
1756,121141.33
1757,121717.16
1758,150789.5
1759,145327.1
1760,152986.5
1761,159787.0
1762,163115.75
1763,150282.0
1764,128862.0
1765,160013.0
1766,148240.0
1767,173844.39
1768,137509.75
1769,150142.0
1770,133065.5
1771,141949.0
1772,148179.3
1773,140626.5
1774,153834.0
1775,134881.6
1776,145168.25
1777,110802.76
1778,127160.0
1779,144091.25
1780,139230.18
1781,133426.25
1782,116281.98
1783,137754.3
1784,118353.5
1785,128171.44
1786,165418.5
1787,147185.55
1788,103480.5
1789,110596.5
1790,102339.63
1791,175433.0
1792,152991.5
1793,143611.0
1794,133782.5
1795,141972.5
1796,139234.09
1797,141583.21
1798,131352.0
1799,112226.5
1800,135678.0
1801,135139.39
1802,145870.91
1803,151525.0
1804,136767.5
1805,132039.0
1806,130475.2
1807,143209.39
1808,136517.0
1809,129641.04
1810,138727.06
1811,141497.0
1812,130991.17
1813,134985.25
1814,105720.0
1815,110857.83
1816,105506.46
1817,148724.3
1818,152764.95
1819,126753.81
1820,93654.5
1821,129557.05
1822,146207.95
1823,100336.0
1824,135860.97
1825,136937.81
1826,128740.61
1827,116006.5
1828,133462.52
1829,133396.85
1830,143170.3
1831,145507.0
1832,146492.82
1833,144208.11
1834,133150.64
1835,135197.5
1836,135246.28
1837,100202.0
1838,137442.86
1839,106033.0
1840,144156.68
1841,139100.84
1842,125935.46
1843,147796.0
1844,145566.33333333334
1845,141279.0
1846,151523.5
1847,167275.05
1848,105927.0
1849,150797.0
1850,137834.75
1851,144983.84
1852,132476.75
1853,133741.92
1854,149774.0
1855,165055.22
1856,184816.5
1857,172920.53
1858,160268.26
1859,144746.79
1860,146763.24
1861,142819.13
1862,207201.92
1863,203240.15
1864,203240.15
1865,219441.89
1866,209332.57
1867,196537.5
1868,197153.43
1869,185382.16
1870,184997.6
1871,202073.43
1872,193542.32
1873,191112.0
1874,143925.5
1875,185118.75
1876,166100.53
1877,191612.35
1878,194178.5
1879,123786.66
1880,130881.33333333331
1881,200612.83
1882,218132.73
1883,183069.28
1884,192325.22
1885,198724.0
1886,199027.58
1887,187995.76
1888,197532.84
1889,189468.26
1890,148036.0
1891,145981.52
1892,120798.83
1893,137103.29
1894,136753.8
1895,144836.84
1896,131373.09
1897,129388.76
1898,123758.85
1899,133281.59
1900,125056.05
1901,146308.62
1902,153029.0
1903,155417.0
1904,136909.64
1905,150911.34
1906,138091.34
1907,165179.0
1908,138193.5
1909,141474.5
1910,138816.5
1911,205071.78
1912,257125.15
1913,198147.53
1914,97911.0
1915,257800.82
1916,108104.0
1917,232996.62
1918,132712.83
1919,165067.45
1920,200984.25
1921,297214.08
1922,298911.15
1923,219948.6
1924,203960.95
1925,221600.36
1926,297199.09
1927,141653.75
1928,151849.89
1929,121433.33
1930,144817.8333333333
1931,144145.66666666666
1932,180124.29
1933,208473.72
1934,176147.42
1935,183601.0
1936,179011.5
1937,184100.49
1938,189418.0
1939,209776.86
1940,183771.39
1941,174481.05
1942,198254.8
1943,185843.14
1944,294203.02
1945,270769.41
1946,172762.03
1947,250914.4
1948,187529.0
1949,216482.0
1950,177030.5
1951,232197.3
1952,200550.75
1953,163489.12
1954,192745.18
1955,162205.1
1956,328181.38
1957,167089.17
1958,249438.64
1959,168207.9
1960,128032.0
1961,128768.33333333334
1962,124687.0
1963,127678.16
1964,150124.89
1965,170111.0
1966,139778.86
1967,245131.8
1968,302377.23
1969,296270.84
1970,327178.85
1971,331063.61
1972,307842.68
1973,263777.88
1974,294572.15
1975,300518.34
1976,243323.72
1977,285951.14
1978,300090.98
1979,297935.91
1980,184826.98
1981,290867.7
1982,187796.95
1983,187796.95
1984,198453.79
1985,192013.41
1986,215111.61
1987,172434.19
1988,193182.23
1989,196472.62
1990,215200.86
1991,186353.98
1992,192490.62
1993,177106.11
1994,244155.42
1995,177490.85
1996,242966.1
1997,264834.78
1998,271618.42
1999,245627.85
2000,261771.49
2001,246853.06
2002,225361.42
2003,246681.53
2004,259441.64
2005,183334.06
2006,193700.91
2007,233505.03
2008,182511.98
2009,213546.5
2010,200391.4
2011,155391.31
2012,171607.86
2013,193303.05
2014,190649.15
2015,203068.95
2016,208848.42
2017,187169.42
2018,131027.5
2019,131353.00000000003
2020,126623.0
2021,119990.33
2022,177974.34
2023,163683.05
2024,273186.73
2025,297079.0
2026,174163.15
2027,157124.6
2028,175727.56
2029,182187.88
2030,215782.12
2031,178888.5
2032,216465.55
2033,217639.24
2034,166995.98
2035,199515.07
2036,193747.39
2037,194433.39
2038,297879.7
2039,174323.09
2040,301251.03
2041,226433.21
2042,189763.16
2043,161830.55
2044,163278.2
2045,199098.67
2046,160759.4
2047,161973.13
2048,132991.0
2049,173090.1
2050,170373.63
2051,124995.0
2052,147973.5
2053,136267.34
2054,112815.34
2055,173589.84
2056,145532.4
2057,125811.5
2058,226189.55
2059,138120.34
2060,167461.05
2061,164798.82
2062,136598.5
2063,118134.16666666669
2064,152903.5
2065,134452.0
2066,180333.14
2067,164075.72
2068,172138.56
2069,175553.12
2070,180487.28
2071,162778.5
2072,257837.19
2073,183952.73
2074,198523.28
2075,201838.39
2076,197088.32
2077,192344.2
2078,185421.2
2079,216512.35
2080,173079.42
2081,186658.22
2082,227396.54
2083,212766.74
2084,177088.92
2085,184364.64
2086,193020.55
2087,191047.23
2088,181280.04
2089,164394.42
2090,192085.94
2091,211335.27
2092,223717.32
2093,227333.6
2094,112231.0
2095,173705.21
2096,104967.5
2097,117028.25
2098,179715.16
2099,116193.5
2100,163186.53
2101,161537.72
2102,157510.9
2103,116972.69
2104,226064.36
2105,176091.47
2106,134054.8
2107,225608.88
2108,128986.5
2109,129377.25
2110,126342.8
2111,172705.23
2112,156674.56
2113,141355.84
2114,147047.54
2115,174954.71
2116,109127.33
2117,164640.95
2118,146158.26
2119,110605.0
2120,142682.1
2121,118584.84
2122,125406.6
2123,109324.5
2124,173869.82
2125,168555.81
2126,171576.1
2127,175998.47
2128,164289.06
2129,117411.83333333334
2130,161178.18
2131,165147.82
2132,150914.88
2133,115043.8
2134,144087.52
2135,117422.0
2136,146116.24
2137,124973.0
2138,146971.91
2139,153626.0
2140,132087.0
2141,141542.5
2142,130297.5
2143,148207.0
2144,139775.8
2145,130071.5
2146,163900.82
2147,168924.62
2148,160111.49
2149,143697.66666666666
2150,178749.12
2151,122115.68
2152,174815.4
2153,174715.0
2154,118573.5
2155,150628.74
2156,287305.1
2157,206069.55
2158,243319.5
2159,228212.15
2160,183244.97
2161,239159.81
2162,311543.97
2163,293893.21
2164,224823.81
2165,164028.8
2166,145302.5
2167,183999.48
2168,221013.8
2169,207239.05
2170,224254.1
2171,153116.8
2172,147231.5
2173,179503.84
2174,242392.1
2175,238661.03
2176,255879.77
2177,261280.41
2178,210785.35
2179,143431.43333333335
2180,225102.6
2181,191090.23
2182,240456.9
2183,194700.34
2184,131576.5
2185,150717.5
2186,145343.0
2187,147846.0
2188,159173.69
2189,267185.01
2190,134583.93
2191,133402.34
2192,112536.0
2193,115122.84
2194,127199.59
2195,122962.5
2196,142866.11
2197,147462.21
2198,156405.49
2199,171156.24
2200,149487.42
2201,162070.16
2202,173626.88
2203,162292.75
2204,192790.02
2205,148997.28
2206,129586.3
2207,199653.53
2208,217522.95
2209,193946.72
2210,139211.02
2211,104473.5
2212,123879.68
2213,137093.11
2214,159380.55
2215,107427.49
