x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
191004.99478714162,8450.0,197965.77333333335,2003.0,203146.91473812424,1.0,0.0,0.0,1710.0,0.0,0.0,0.0,548.0,183632.6209000763,141331.48260869566,186825.1131934033,65.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,9600.0,238772.72727272726,1976.0,155651.73611111112,0.0,0.0,0.0,1262.0,0.0,0.0,0.0,460.0,183632.6209000763,205723.48881789137,186825.1131934033,80.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,11250.0,197965.77333333335,2001.0,203146.91473812424,1.0,0.0,0.0,1786.0,0.0,0.0,0.0,608.0,183632.6209000763,205723.48881789137,186825.1131934033,68.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,9550.0,210624.72549019608,1915.0,203146.91473812424,0.0,0.0,0.0,1717.0,1.0,0.0,0.0,642.0,213599.9076923077,226351.41578947369,186825.1131934033,60.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,14260.0,335295.31707317074,2000.0,203146.91473812424,1.0,0.0,0.0,2198.0,0.0,0.0,0.0,836.0,183632.6209000763,205723.48881789137,186825.1131934033,84.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,14115.0,156270.1224489796,1993.0,203146.91473812424,0.0,0.0,0.0,1362.0,1.0,0.0,0.0,480.0,183632.6209000763,141331.48260869566,186825.1131934033,85.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,10084.0,225379.83720930232,2004.0,203146.91473812424,1.0,0.0,0.0,1694.0,0.0,0.0,0.0,636.0,183632.6209000763,226351.41578947369,186825.1131934033,75.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,10382.0,189050.0684931507,1973.0,153961.59126984127,0.0,0.0,0.0,2090.0,0.0,0.0,0.0,484.0,183632.6209000763,205723.48881789137,186825.1131934033,60.5,0.0,0.0,0.0,0.0,0.0
126316.83027522935,6120.0,128225.30088495575,1931.0,203146.91473812424,0.0,0.0,0.0,1774.0,0.0,0.0,0.0,468.0,183632.6209000763,205723.48881789137,107675.44444444444,51.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,7420.0,124834.05172413793,1939.0,153961.59126984127,0.0,0.0,0.0,1077.0,1.0,0.0,0.0,205.0,183632.6209000763,205723.48881789137,186825.1131934033,50.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,11200.0,136793.13513513515,1965.0,203146.91473812424,0.0,0.0,0.0,1040.0,1.0,0.0,0.0,384.0,183632.6209000763,141331.48260869566,186825.1131934033,70.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,11924.0,316270.6233766234,2005.0,203146.91473812424,0.0,1.0,0.0,2324.0,0.0,1.0,0.0,736.0,183632.6209000763,226351.41578947369,186825.1131934033,85.0,0.0,1.0,0.0,0.0,0.0
191004.99478714162,12968.0,136793.13513513515,1962.0,153961.59126984127,0.0,0.0,0.0,912.0,1.0,0.0,0.0,352.0,183632.6209000763,141331.48260869566,186825.1131934033,60.5,0.0,0.0,0.0,0.0,0.0
191004.99478714162,10652.0,197965.77333333335,2006.0,203146.91473812424,1.0,0.0,0.0,1494.0,0.0,0.0,0.0,840.0,183632.6209000763,226351.41578947369,186825.1131934033,91.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,10920.0,145847.08,1960.0,203146.91473812424,0.0,0.0,0.0,1253.0,1.0,0.0,0.0,352.0,183632.6209000763,167298.48484848486,186825.1131934033,60.5,0.0,0.0,0.0,0.0,0.0
126316.83027522935,6120.0,124834.05172413793,1929.0,155651.73611111112,0.0,0.0,0.0,854.0,1.0,0.0,0.0,576.0,183632.6209000763,141331.48260869566,122196.89361702128,51.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,11241.0,145847.08,1970.0,158145.48780487804,0.0,0.0,0.0,1004.0,1.0,0.0,0.0,480.0,183632.6209000763,205723.48881789137,186825.1131934033,60.5,0.0,0.0,0.0,0.0,0.0
191004.99478714162,10791.0,136793.13513513515,1967.0,203146.91473812424,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,516.0,105652.8918918919,141331.48260869566,186825.1131934033,72.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,13695.0,186555.7966101695,2004.0,203146.91473812424,0.0,0.0,0.0,1114.0,1.0,0.0,0.0,576.0,183632.6209000763,141331.48260869566,186825.1131934033,66.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,7560.0,145847.08,1958.0,153961.59126984127,0.0,0.0,0.0,1339.0,1.0,0.0,0.0,294.0,183632.6209000763,141331.48260869566,186825.1131934033,70.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,14215.0,316270.6233766234,2005.0,203146.91473812424,1.0,0.0,0.0,2376.0,0.0,1.0,0.0,853.0,183632.6209000763,226351.41578947369,186825.1131934033,101.0,1.0,0.0,0.0,0.0,0.0
126316.83027522935,7449.0,100123.78378378379,1930.0,158145.48780487804,0.0,0.0,0.0,1108.0,1.0,0.0,0.0,280.0,183632.6209000763,226351.41578947369,107675.44444444444,57.0,1.0,0.0,0.0,1.0,0.0
191004.99478714162,9742.0,197965.77333333335,2002.0,203146.91473812424,1.0,0.0,0.0,1795.0,0.0,0.0,0.0,534.0,183632.6209000763,226351.41578947369,186825.1131934033,75.0,1.0,0.0,0.0,0.0,0.0
126316.83027522935,4224.0,98576.4705882353,1976.0,158145.48780487804,0.0,0.0,0.0,1060.0,1.0,0.0,0.0,572.0,183632.6209000763,205723.48881789137,186825.1131934033,44.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,8246.0,136793.13513513515,1968.0,155651.73611111112,0.0,0.0,0.0,1060.0,1.0,0.0,0.0,270.0,183632.6209000763,205723.48881789137,186825.1131934033,60.5,1.0,0.0,0.0,0.0,0.0
191004.99478714162,14230.0,316270.6233766234,2007.0,203146.91473812424,1.0,0.0,0.0,1600.0,0.0,0.0,0.0,890.0,183632.6209000763,226351.41578947369,186825.1131934033,107.5,1.0,0.0,0.0,0.0,0.0
191004.99478714162,7200.0,145847.08,1951.0,158145.48780487804,0.0,0.0,0.0,900.0,1.0,0.0,0.0,576.0,183632.6209000763,141331.48260869566,186825.1131934033,60.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,11478.0,316270.6233766234,2007.0,203146.91473812424,1.0,0.0,0.0,1704.0,0.0,0.0,0.0,772.0,183632.6209000763,226351.41578947369,186825.1131934033,98.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,16321.0,145847.08,1957.0,153961.59126984127,0.0,0.0,0.0,1600.0,1.0,0.0,0.0,319.0,183632.6209000763,226351.41578947369,186825.1131934033,47.0,0.0,0.0,0.0,0.0,0.0
126316.83027522935,6324.0,124834.05172413793,1927.0,153961.59126984127,0.0,0.0,0.0,520.0,1.0,0.0,0.0,240.0,183632.6209000763,141331.48260869566,186825.1131934033,60.0,0.0,0.0,1.0,0.0,0.0
74528.0,8500.0,100123.78378378379,1920.0,120438.43859649122,0.0,0.0,0.0,1317.0,1.0,0.0,0.0,250.0,183632.6209000763,141331.48260869566,186825.1131934033,50.0,0.0,0.0,0.0,1.0,0.0
191004.99478714162,8544.0,136793.13513513515,1966.0,153961.59126984127,0.0,0.0,0.0,1228.0,1.0,0.0,0.0,271.0,183632.6209000763,141331.48260869566,186825.1131934033,60.5,1.0,0.0,0.0,0.0,0.0
191004.99478714162,11049.0,197965.77333333335,2007.0,203146.91473812424,1.0,0.0,0.0,1234.0,0.0,0.0,0.0,484.0,183632.6209000763,141331.48260869566,186825.1131934033,85.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,10552.0,145847.08,1959.0,203146.91473812424,0.0,0.0,0.0,1700.0,1.0,0.0,0.0,447.0,183632.6209000763,226351.41578947369,186825.1131934033,70.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,7313.0,316270.6233766234,2005.0,203146.91473812424,0.0,1.0,0.0,1561.0,0.0,0.0,0.0,556.0,183632.6209000763,226351.41578947369,186825.1131934033,60.0,0.0,1.0,0.0,0.0,0.0
191004.99478714162,13418.0,316270.6233766234,2004.0,203146.91473812424,1.0,0.0,0.0,2452.0,0.0,1.0,0.0,691.0,183632.6209000763,226351.41578947369,186825.1131934033,107.5,1.0,0.0,0.0,0.0,0.0
191004.99478714162,10859.0,197965.77333333335,1994.0,203146.91473812424,0.0,0.0,0.0,1097.0,1.0,0.0,0.0,672.0,183632.6209000763,141331.48260869566,186825.1131934033,107.5,0.0,0.0,0.0,0.0,0.0
191004.99478714162,8532.0,145847.08,1954.0,153961.59126984127,0.0,0.0,0.0,1297.0,1.0,0.0,0.0,498.0,183632.6209000763,205723.48881789137,186825.1131934033,74.0,0.0,0.0,0.0,0.0,0.0
191004.99478714162,7922.0,145847.08,1953.0,158145.48780487804,0.0,0.0,0.0,1057.0,1.0,0.0,0.0,246.0,183632.6209000763,141331.48260869566,186825.1131934033,68.0,1.0,0.0,0.0,0.0,0.0
191004.99478714162,6040.0,128219.7,1955.0,203146.91473812424,0.0,0.0,0.0,1152.0,0.0,0.0,0.0,0.0,105652.8918918919,141331.48260869566,97333.33333333333,65.0,0.0,0.0,1.0,1.0,0.0
